College Name,Address,Year,Organization Type,Size,Area,Graduation Rate,Financial Aid,SAT Score,Net Price,Majors,Rank,Logo URL,Logo2 URL,University URL,country
Phagans School Of Beauty,"Salem, OR",Unknown,Unknown,Unknown,Suburban,Unknown,$9K,Unknown,,,,,,,United States
Waukesha County Technical College,"Pewaukee, WI",2-year,Public,Medium,Suburban,Unknown,$9K,Unknown,,,,,,,United States
Lakeshore Technical College,"Cleveland, WI",2-year,Public,Small,Rural,Unknown,$9K,Unknown,,,,,,,United States
South Piedmont Community College,"Polkton, NC",2-year,Public,Small,Suburban,Unknown,$9K,Unknown,,,,,,,United States
Moraine Park Technical College,"Fond Du Lac, WI",2-year,Public,Unknown,Suburban,Unknown,$9K,Unknown,,,,,,,United States
Cape Cod Community College,"West Barnstable, MA",2-year,Public,Small,Suburban,Unknown,$9K,Unknown,,,,,,,United States
Weatherford College,"Weatherford, TX",4-year,Public,Unknown,Suburban,Unknown,$9K,Unknown,,,,,,,United States
Eastern Maine Community College,"Bangor, ME",2-year,Public,Unknown,Urban,Unknown,$9K,Unknown,,,,,,,United States
Milwaukee Area Technical College,"Milwaukee, WI",2-year,Public,Unknown,Urban,Unknown,$9K,Unknown,,,,,,,United States
Highland Community College,"Highland, KS",2-year,Public,Unknown,Rural,Unknown,$9K,Unknown,,,,,,,United States
American InterContinental University,"Chandler, AZ",4-year,Private,Unknown,Rural,20%,$14K,Unknown,—,,,https://logo.clearbit.com/www.aiuniv.edu/,https://www.google.com/s2/favicons?sz=64&domain_url=https://www.aiuniv.edu/,https://www.aiuniv.edu/,United States
Studio Jewelers,"New York, NY",Less than 2-year,Unknown,Unknown,Urban,Unknown,$9K,Unknown,,,,,,,United States
Jefferson State Community College,"Birmingham, AL",2-year,Public,Medium,Suburban,Unknown,$9K,Unknown,,,,,,,United States
Lane College,"Jackson, TN",4-year,Private,Unknown,Urban,18%,$13K,Unknown,"$13,370",,,https://logo.clearbit.com/www.lanecollege.edu/,https://www.google.com/s2/favicons?sz=64&domain_url=https://www.lanecollege.edu/,https://www.lanecollege.edu/,United States
Mid-State Technical College,"Wisconsin Rapids, WI",2-year,Public,Unknown,Rural,Unknown,$9K,Unknown,,,,,,,United States
Shoreline Community College,"Shoreline, WA",2-year,Public,Unknown,Suburban,Unknown,$9K,Unknown,,,,,,,United States
Huntington Junior College,"Huntington, WV",2-year,Private,Unknown,Suburban,Unknown,$9K,Unknown,,,,,,,United States
Arizona Western College,"Yuma, AZ",2-year,Public,Medium,Suburban,Unknown,$9K,Unknown,,,,,,,United States
Skagit Valley College,"Mount Vernon, WA",4-year,Public,Unknown,Rural,Unknown,$9K,Unknown,,,,,,,United States
San Bernardino Valley College,"San Bernardino, CA",2-year,Public,Unknown,Urban,Unknown,$9K,Unknown,,,,,,,United States
Aveda Institute Fort Myers,"Fort Myers, FL",Less than 2-year,Unknown,Unknown,Urban,Unknown,$10K,Unknown,,,,,,,United States
Platt College: Aurora,"Aurora, CO",4-year,Private,Small,Suburban,Unknown,$38K,Unknown,,,,,,,United States
Minnesota North College,"Hibbing, MN",2-year,Public,Small,Rural,Unknown,$10K,Unknown,,,,,,,United States
Franklin University,"Columbus, OH",4-year,Private,Unknown,Urban,43%,$19K,Unknown,"$18,989",,,https://logo.clearbit.com/www.franklin.edu/,https://www.google.com/s2/favicons?sz=64&domain_url=https://www.franklin.edu/,https://www.franklin.edu/,United States
Northeastern Oklahoma Agricultural and Mechanical College,"Miami, OK",2-year,Public,Unknown,Rural,Unknown,$10K,Unknown,,,,,,,United States
College of Marin,"Kentfield, CA",2-year,Public,Unknown,Suburban,Unknown,$10K,Unknown,,,,,,,United States
Lake Michigan College,"Benton Harbor, MI",2-year,Public,Unknown,Suburban,Unknown,$10K,Unknown,,,,,,,United States
Visible Music College,"Memphis, TN",4-year,Private,Unknown,Urban,24%,$24K,Unknown,"$23,636",,,https://logo.clearbit.com/www.visible.edu/,https://www.google.com/s2/favicons?sz=64&domain_url=https://www.visible.edu/,https://www.visible.edu/,United States
Northeast Wisconsin Technical College,"Green Bay, WI",2-year,Public,Medium,Suburban,Unknown,$10K,Unknown,,,,,,,United States
Paul Mitchell The School Logan,"Logan, UT",Less than 2-year,Unknown,Unknown,Urban,Unknown,$10K,Unknown,,,,,,,United States
Community College of Philadelphia,"Philadelphia, PA",2-year,Public,Unknown,Urban,Unknown,$10K,Unknown,,,,,,,United States
Polk State College,"Winter Haven, FL",4-year,Public,Medium,Suburban,Unknown,$10K,Unknown,"$9,588",,,https://logo.clearbit.com/www.polk.edu/,https://www.google.com/s2/favicons?sz=64&domain_url=https://www.polk.edu/,https://www.polk.edu/,United States
Baton Rouge Community College,"Baton Rouge, LA",2-year,Public,Unknown,Urban,Unknown,$10K,Unknown,,,,,,,United States
South Seattle College,"Seattle, WA",4-year,Public,Unknown,Suburban,Unknown,$10K,Unknown,,,,,,,United States
Laredo CHI Academy Beauty School,"Laredo, TX",Less than 2-year,Unknown,Unknown,Urban,Unknown,$10K,Unknown,,,,,,,United States
Arkansas State University: Newport,"Newport, AR",2-year,Public,Small,Rural,Unknown,$10K,Unknown,,,,,,,United States
Community College of Denver,"Denver, CO",2-year,Public,Unknown,Urban,Unknown,$10K,Unknown,,,,,,,United States
West Hills College: Coalinga,"Coalinga, CA",2-year,Public,Unknown,Rural,Unknown,$10K,Unknown,,,,,,,United States
Butte College,"Oroville, CA",2-year,Public,Unknown,Rural,Unknown,$10K,Unknown,,,,,,,United States
Berklee College of Music,"Boston, MA",4-year,Private,Medium,Urban,68%,$47K,Unknown,"$46,873",,,https://logo.clearbit.com/www.berklee.edu/,https://www.google.com/s2/favicons?sz=64&domain_url=https://www.berklee.edu/,https://www.berklee.edu/,United States
Yeshivas Novominsk,"Brooklyn, NY",4-year,Private,Unknown,Urban,Unknown,Unknown,Unknown,,,,,,,United States
Wilmington University,"New Castle, DE",4-year,Private,Unknown,Suburban,20%,$14K,Unknown,"$14,089",,,https://logo.clearbit.com/www.wilmu.edu/,https://www.google.com/s2/favicons?sz=64&domain_url=https://www.wilmu.edu/,https://www.wilmu.edu/,United States
Lake Washington Institute of Technology,"Kirkland, WA",4-year,Public,Unknown,Suburban,Unknown,$10K,Unknown,,,,,,,United States
Tennessee School Of Beauty Of Knoxville Inc,"Knoxville, TN",Less than 2-year,Unknown,Unknown,Urban,Unknown,$10K,Unknown,,,,,,,United States
Otsego Northern Catskills Board Of Cooperative Educational Services Practical Nu...,"Oneonta, NY",Less than 2-year,Unknown,Unknown,Rural,Unknown,$10K,Unknown,,,,,,,United States
United States Military Academy,"West Point, NY",4-year,Public,Medium,Suburban,88%,Unknown,Unknown,,,,,,,United States
Halifax Community College,"Weldon, NC",2-year,Public,Unknown,Rural,Unknown,$10K,Unknown,,,,,,,United States
Rock Valley College,"Rockford, IL",2-year,Public,Medium,Suburban,Unknown,$10K,Unknown,,,,,,,United States
Green River College,"Auburn, WA",4-year,Public,Medium,Suburban,Unknown,$10K,Unknown,,,,,,,United States
Northwood Technical College,"Rice Lake, WI",2-year,Public,Small,Rural,Unknown,$10K,Unknown,,,,,,,United States
Red Rocks Community College,"Lakewood, CO",4-year,Public,Unknown,Suburban,Unknown,$10K,Unknown,,,,,,,United States
Stylemaster College Of Hair Design,"Longview, WA",Less than 2-year,Unknown,Unknown,Urban,Unknown,$10K,Unknown,,,,,,,United States
Blue Ridge Community College,"Weyers Cave, VA",2-year,Public,Unknown,Rural,Unknown,$10K,Unknown,,,,,,,United States
Springfield Technical Community College,"Springfield, MA",2-year,Public,Medium,Urban,Unknown,$10K,Unknown,,,,,,,United States
University Of Hawaii Hawaii Community College,"Hilo, HI",2-year,Public,Unknown,Rural,Unknown,$10K,Unknown,,,,,,,United States
Tennessee College Of Applied Technology Pulaski,"Pulaski, TN",Unknown,Unknown,Unknown,Rural,Unknown,$10K,Unknown,,,,,,,United States
Riverland Community College,"Austin, MN",2-year,Public,Unknown,Rural,Unknown,$10K,Unknown,,,,,,,United States
Northcentral Technical College,"Wausau, WI",2-year,Public,Unknown,Suburban,Unknown,$10K,Unknown,,,,,,,United States
Reading Area Community College,"Reading, PA",2-year,Public,Unknown,Urban,Unknown,$10K,Unknown,,,,,,,United States
Cheeks Beauty Academy,"Cheyenne, WY",Less than 2-year,Unknown,Unknown,Urban,Unknown,$10K,Unknown,,,,,,,United States
Rend Lake College,"Ina, IL",2-year,Public,Small,Rural,Unknown,$10K,Unknown,,,,,,,United States
Morgan Community College,"Fort Morgan, CO",2-year,Public,Unknown,Rural,Unknown,$10K,Unknown,,,,,,,United States
Neosho County Community College,"Chanute, KS",2-year,Public,Unknown,Rural,Unknown,$10K,Unknown,,,,,,,United States
Mineral Area College,"Park Hills, MO",2-year,Public,Unknown,Rural,Unknown,$10K,Unknown,,,,,,,United States
The Institute Of Beauty And Wellness Milwaukee,"Milwaukee, WI",Less than 2-year,Unknown,Unknown,Urban,Unknown,$10K,Unknown,,,,,,,United States
Tennessee College Of Applied Technology Jackson,"Jackson, TN",Unknown,Unknown,Unknown,Suburban,Unknown,$10K,Unknown,,,,,,,United States
Allegany College of Maryland,"Cumberland, MD",2-year,Public,Unknown,Rural,Unknown,$10K,Unknown,,,,,,,United States
Capri College Cedar Rapids,"Cedar Rapids, IA",Unknown,Unknown,Unknown,Urban,Unknown,$10K,Unknown,,,,,,,United States
Dakota College at Bottineau,"Bottineau, ND",2-year,Public,Unknown,Rural,Unknown,$10K,Unknown,,,,,,,United States
Barstow Community College,"Barstow, CA",2-year,Public,Unknown,Rural,Unknown,$10K,Unknown,,,,,,,United States
Paul Mitchell The School Costa Mesa,"Costa Mesa, CA",Less than 2-year,Unknown,Unknown,Urban,Unknown,$10K,Unknown,,,,,,,United States
Wenatchee Valley College,"Wenatchee, WA",4-year,Public,Unknown,Rural,Unknown,$10K,Unknown,,,,,,,United States
Southwestern Community College,"Creston, IA",2-year,Public,Small,Rural,Unknown,$10K,Unknown,,,,,,,United States
LaSalle Tech,"Houma, LA",Less than 2-year,Unknown,Unknown,Urban,Unknown,$10K,Unknown,,,,,,,United States
Centralia Beauty College,"Centralia, WA",Less than 2-year,Unknown,Unknown,Rural,Unknown,$10K,Unknown,,,,,,,United States
Cecil College,"North East, MD",2-year,Public,Unknown,Rural,Unknown,$10K,Unknown,,,,,,,United States
North Hennepin Community College,"Minneapolis, MN",2-year,Public,Medium,Suburban,Unknown,$10K,Unknown,,,,,,,United States
Yakima Valley College,"Yakima, WA",4-year,Public,Unknown,Urban,Unknown,$10K,Unknown,,,,,,,United States
North Seattle College,"Seattle, WA",4-year,Public,Unknown,Urban,Unknown,$10K,Unknown,,,,,,,United States
Central Ohio Technical College,"Newark, OH",2-year,Public,Small,Suburban,Unknown,$10K,Unknown,"$10,103",,,https://logo.clearbit.com/www.cotc.edu/,https://www.google.com/s2/favicons?sz=64&domain_url=https://www.cotc.edu/,https://www.cotc.edu/,United States
Bay De Noc Community College,"Escanaba, MI",2-year,Public,Small,Rural,Unknown,$10K,Unknown,,,,,,,United States
Northern Virginia Community College,"Annandale, VA",2-year,Public,Unknown,Suburban,Unknown,$10K,Unknown,,,,,,,United States
Navarro College,"Corsicana, TX",2-year,Public,Medium,Rural,Unknown,$10K,Unknown,,,,,,,United States
American Institute Of Beauty,"Largo, FL",Less than 2-year,Unknown,Unknown,Suburban,Unknown,$10K,Unknown,,,,,,,United States
South Louisiana Community College,"Lafayette, LA",2-year,Public,Unknown,Suburban,Unknown,$10K,Unknown,,,,,,,United States
Salem Community College,"Penns Grove, NJ",2-year,Public,Unknown,Rural,Unknown,$10K,Unknown,,,,,,,United States
Portland Community College,"Portland, OR",2-year,Public,Unknown,Urban,Unknown,$10K,Unknown,,,,,,,United States
Northeast Community College,"Norfolk, NE",2-year,Public,Unknown,Rural,Unknown,$10K,Unknown,,,,,,,United States
Big Bend Community College,"Moses Lake, WA",4-year,Public,Small,Rural,Unknown,$10K,Unknown,,,,,,,United States
Trend Setters School,"Cape Girardeau, MO",Less than 2-year,Unknown,Unknown,Urban,Unknown,$10K,Unknown,,,,,,,United States
Northeastern University,"Boston, MA",4-year,Private,Very Large,Urban,91%,$36K,1450-1520,"$35,827",,41,https://logo.clearbit.com/www.northeastern.edu/,https://www.google.com/s2/favicons?sz=64&domain_url=https://www.northeastern.edu/,https://www.northeastern.edu/,United States
Ellsworth Community College,"Iowa Falls, IA",2-year,Public,Unknown,Rural,Unknown,$10K,Unknown,,,,,,,United States
Butler Beauty Academy,"Butler, PA",Less than 2-year,Unknown,Unknown,Rural,Unknown,$10K,Unknown,,,,,,,United States
Fox Valley Technical College,"Appleton, WI",2-year,Public,Medium,Suburban,Unknown,$10K,Unknown,,,,,,,United States
Ridgewater College,"Willmar, MN",2-year,Public,Unknown,Rural,Unknown,$10K,Unknown,,,,,,,United States
Santa Rosa Junior College,"Santa Rosa, CA",2-year,Public,Unknown,Suburban,Unknown,$10K,Unknown,,,,,,,United States
Capri College Davenport,"Davenport, IA",Unknown,Unknown,Unknown,Urban,Unknown,$10K,Unknown,,,,,,,United States
St. Augustine College,"Chicago, IL",4-year,Private,Unknown,Urban,Unknown,$10K,Unknown,"$10,288",,,https://logo.clearbit.com/www.staugustine.edu/,https://www.google.com/s2/favicons?sz=64&domain_url=https://www.staugustine.edu/,https://www.staugustine.edu/,United States
Chippewa Valley Technical College,"Eau Claire, WI",2-year,Public,Unknown,Urban,Unknown,$10K,Unknown,,,,,,,United States
Flathead Valley Community College,"Kalispell, MT",2-year,Public,Unknown,Rural,Unknown,$10K,Unknown,,,,,,,United States
Oberlin College,"Oberlin, OH",4-year,Private,Small,Rural,83%,$46K,1360-1530,"$46,462",,394,https://logo.clearbit.com/www.oberlin.edu/,https://www.google.com/s2/favicons?sz=64&domain_url=https://www.oberlin.edu/,https://www.oberlin.edu/,United States
Shasta School Of Cosmetology,"Redding, CA",Less than 2-year,Unknown,Unknown,Urban,Unknown,$10K,Unknown,,,,,,,United States
Tyler Junior College,"Tyler, TX",4-year,Public,Unknown,Urban,Unknown,$10K,Unknown,,,,,,,United States
Ranken Technical College,"Saint Louis, MO",4-year,Private,Unknown,Urban,23%,$15K,Unknown,,,,,,,United States
IBS School Of Cosmetology And Massage,"Kahului, HI",Unknown,Unknown,Unknown,Urban,Unknown,$10K,Unknown,,,,,,,United States
Clatsop Community College,"Astoria, OR",2-year,Public,Unknown,Rural,Unknown,$10K,Unknown,,,,,,,United States
Los Angeles City College,"Los Angeles, CA",2-year,Public,Large,Urban,Unknown,$10K,Unknown,,,,,,,United States
Sussex County Community College,"Newton, NJ",2-year,Public,Unknown,Suburban,Unknown,$10K,Unknown,,,,,,,United States
Grays Harbor College,"Aberdeen, WA",4-year,Public,Unknown,Rural,Unknown,$10K,Unknown,,,,,,,United States
Cascadia College,"Bothell, WA",4-year,Public,Unknown,Suburban,Unknown,$10K,Unknown,,,,,,,United States
Headmasters School Of Hair Design,"Lewiston, ID",Less than 2-year,Unknown,Unknown,Urban,Unknown,$11K,Unknown,,,,,,,United States
South Central College,"North Mankato, MN",2-year,Public,Unknown,Suburban,Unknown,$11K,Unknown,,,,,,,United States
Arkansas State University: Mountain Home,"Mountain Home, AR",2-year,Public,Unknown,Suburban,Unknown,$11K,Unknown,,,,,,,United States
Atlantic Cape Community College,"Mays Landing, NJ",2-year,Public,Unknown,Rural,Unknown,$11K,Unknown,,,,,,,United States
Georgia Military College,"Milledgeville, GA",4-year,Public,Medium,Suburban,Unknown,$11K,Unknown,"$10,544",,,https://logo.clearbit.com/www.gmc.edu/,https://www.google.com/s2/favicons?sz=64&domain_url=https://www.gmc.edu/,https://www.gmc.edu/,United States
Smith Chason College WCUI School of Medical Imaging,"Los Angeles, CA",4-year,Private,Unknown,Urban,62%,$24K,Unknown,,,,,,,United States
Lehigh Carbon Community College,"Schnecksville, PA",2-year,Public,Unknown,Suburban,Unknown,$11K,Unknown,,,,,,,United States
South Puget Sound Community College,"Tumwater, WA",2-year,Public,Small,Suburban,Unknown,$11K,Unknown,,,,,,,United States
Dawson Community College,"Glendive, MT",2-year,Public,Small,Rural,Unknown,$11K,Unknown,,,,,,,United States
Georgia Piedmont Technical College,"Clarkston, GA",2-year,Public,Unknown,Suburban,Unknown,$11K,Unknown,,,,,,,United States
Kansas City Kansas Community College,"Kansas City, KS",2-year,Public,Medium,Urban,Unknown,$11K,Unknown,,,,,,,United States
Northland Pioneer College,"Holbrook, AZ",2-year,Public,Unknown,Rural,Unknown,$11K,Unknown,,,,,,,United States
Greenfield Community College,"Greenfield, MA",2-year,Public,Unknown,Rural,Unknown,$11K,Unknown,,,,,,,United States
University Of Phoenix,"Phoenix, AZ",4-year,Private,Unknown,Urban,12%,$13K,Unknown,,,,,,,United States
Edmonds College,"Lynnwood, WA",4-year,Public,Unknown,Suburban,Unknown,$11K,Unknown,,,,,,,United States
Arkansas Beauty College,"Russellville, AR",Less than 2-year,Unknown,Unknown,Rural,Unknown,$11K,Unknown,,,,,,,United States
Remington College: Shreveport,"Shreveport, LA",4-year,Private,Unknown,Suburban,67%,$25K,Unknown,,,,,,,United States
St. Cloud Technical and Community College,"Saint Cloud, MN",2-year,Public,Unknown,Urban,Unknown,$11K,Unknown,,,,,,,United States
Lake Region State College,"Devils Lake, ND",2-year,Public,Small,Rural,Unknown,$11K,Unknown,,,,,,,United States
National Personal Training Institute Orlando,"Orlando, FL",Less than 2-year,Unknown,Unknown,Suburban,Unknown,$11K,Unknown,,,,,,,United States
University Academy Of Hair Design,"Tuscaloosa, AL",Less than 2-year,Unknown,Unknown,Urban,Unknown,$11K,Unknown,,,,,,,United States
Elite Academy Of Cosmetology,"Lawton, OK",Less than 2-year,Unknown,Unknown,Urban,Unknown,$11K,Unknown,,,,,,,United States
Aveda Institute Provo,"Provo, UT",Less than 2-year,Unknown,Unknown,Urban,Unknown,$11K,Unknown,,,,,,,United States
Delaware County Community College,"Media, PA",2-year,Public,Unknown,Suburban,Unknown,$11K,Unknown,,,,,,,United States
Centra College,"Lynchburg, VA",4-year,Private,Unknown,Urban,Unknown,$28K,Unknown,"$28,418",,,https://logo.clearbit.com/www.centrahealth.com/college,https://www.google.com/s2/favicons?sz=64&domain_url=https://www.centrahealth.com/college,https://www.centrahealth.com/college,United States
Creviers Academy Of Cosmetology Arts,"Kalispell, MT",Less than 2-year,Unknown,Unknown,Rural,Unknown,$11K,Unknown,,,,,,,United States
Northwest Educational Center,"Houston, TX",Less than 2-year,Unknown,Unknown,Urban,Unknown,$11K,Unknown,,,,,,,United States
Bryant & Stratton College: Syracuse North,"Liverpool, NY",4-year,Unknown,Small,Suburban,Unknown,$11K,Unknown,,,,,,,United States
Tompkins Cortland Community College,"Dryden, NY",2-year,Public,Small,Rural,Unknown,$11K,Unknown,,,,,,,United States
Hair Academy,"Bismarck, ND",Unknown,Unknown,Unknown,Urban,Unknown,$11K,Unknown,,,,,,,United States
Tennessee College Of Applied Technology Morristown,"Morristown, TN",Unknown,Unknown,Unknown,Urban,Unknown,$11K,Unknown,,,,,,,United States
Protege Academy East Lansing,"East Lansing, MI",Less than 2-year,Unknown,Unknown,Suburban,Unknown,$11K,Unknown,,,,,,,United States
Pittsburgh Institute of Mortuary Science,"Pittsburgh, PA",2-year,Private,Unknown,Urban,Unknown,Unknown,Unknown,,,,,,,United States
Park Place Premier Barber School,"New Orleans, LA",Less than 2-year,Unknown,Unknown,Urban,Unknown,$11K,Unknown,,,,,,,United States
Foothill College,"Los Altos Hills, CA",4-year,Public,Unknown,Suburban,Unknown,$11K,Unknown,,,,,,,United States
Cloud County Community College,"Concordia, KS",2-year,Public,Small,Rural,Unknown,$11K,Unknown,,,,,,,United States
Lake Tahoe Community College,"South Lake Tahoe, CA",2-year,Public,Unknown,Rural,Unknown,$11K,Unknown,,,,,,,United States
Jay's Technical Institute,"Houston, TX",Less than 2-year,Unknown,Unknown,Urban,Unknown,$11K,Unknown,,,,,,,United States
Ohio Christian University,"Circleville, OH",4-year,Private,Small,Rural,43%,$20K,Unknown,"$20,490",,,https://logo.clearbit.com/www.ohiochristian.edu/,https://www.google.com/s2/favicons?sz=64&domain_url=https://www.ohiochristian.edu/,https://www.ohiochristian.edu/,United States
Piedmont Technical College,"Greenwood, SC",2-year,Public,Unknown,Suburban,Unknown,$11K,Unknown,,,,,,,United States
Community College of Vermont,"Montpelier, VT",2-year,Public,Unknown,Rural,Unknown,$11K,Unknown,,,,,,,United States
Bennett Career Institute,"Washington, DC",Less than 2-year,Unknown,Unknown,Urban,Unknown,$11K,Unknown,,,,,,,United States
Protege Academy Mt Pleasant,"Mount Pleasant, MI",Less than 2-year,Unknown,Unknown,Rural,Unknown,$11K,Unknown,,,,,,,United States
Highline College,"Des Moines, WA",4-year,Public,Unknown,Suburban,Unknown,$11K,Unknown,,,,,,,United States
Bull City Durham Beauty And Barber College,"Durham, NC",Less than 2-year,Unknown,Unknown,Urban,Unknown,$11K,Unknown,,,,,,,United States
Capri College Dubuque,"Dubuque, IA",Unknown,Unknown,Unknown,Urban,Unknown,$11K,Unknown,,,,,,,United States
College Of Hair Design Careers,"Salem, OR",Unknown,Unknown,Unknown,Urban,Unknown,$11K,Unknown,,,,,,,United States
Virginia University of Lynchburg,"Lynchburg, VA",4-year,Private,Unknown,Suburban,27%,$17K,Unknown,"$17,093",,,https://logo.clearbit.com/wp.vul.edu/,https://www.google.com/s2/favicons?sz=64&domain_url=https://wp.vul.edu/,https://wp.vul.edu/,United States
Harvey Mudd College,"Claremont, CA",4-year,Private,Small,Suburban,92%,$40K,1480-1560,"$39,850",,14,https://logo.clearbit.com/www.hmc.edu/,https://www.google.com/s2/favicons?sz=64&domain_url=https://www.hmc.edu/,https://www.hmc.edu/,United States
Morgantown Beauty College Inc,"Morgantown, WV",Unknown,Unknown,Unknown,Urban,Unknown,$11K,Unknown,,,,,,,United States
Hinton Barber And Beauty College,"Vallejo, CA",Less than 2-year,Unknown,Unknown,Urban,Unknown,$11K,Unknown,,,,,,,United States
Stage One The Hair School,"Lake Charles, LA",Less than 2-year,Unknown,Unknown,Urban,Unknown,$11K,Unknown,,,,,,,United States
University Of Hawaii Kauai Community College,"Lihue, HI",2-year,Public,Unknown,Rural,Unknown,$11K,Unknown,,,,,,,United States
Helena College University of Montana,"Helena, MT",2-year,Public,Unknown,Rural,Unknown,$11K,Unknown,,,,,,,United States
Bryant & Stratton College: Greece,"Rochester, NY",4-year,Private,Small,Suburban,Unknown,$11K,Unknown,,,,,,,United States
North American Trade Schools,"Baltimore, MD",Less than 2-year,Unknown,Unknown,Suburban,Unknown,$11K,Unknown,,,,,,,United States
Pacific College,"Costa Mesa, CA",4-year,Private,Unknown,Urban,Unknown,$26K,Unknown,"$25,753",,,https://logo.clearbit.com/www.pacific-university.ac.in/,https://www.google.com/s2/favicons?sz=64&domain_url=https://www.pacific-university.ac.in/,https://www.pacific-university.ac.in/,United States
Dine College,"Tsaile, AZ",4-year,Public,Unknown,Rural,Unknown,$11K,Unknown,,,,,,,United States
Academy Of Hair Design Lufkin,"Lufkin, TX",Less than 2-year,Unknown,Unknown,Rural,Unknown,$11K,Unknown,,,,,,,United States
Everett Community College,"Everett, WA",2-year,Public,Unknown,Suburban,Unknown,$11K,Unknown,,,,,,,United States
M J Murphy Beauty College,"Mount Pleasant, MI",Less than 2-year,Unknown,Unknown,Rural,Unknown,$11K,Unknown,,,,,,,United States
Rockland Community College,"Suffern, NY",2-year,Public,Medium,Suburban,Unknown,$11K,Unknown,,,,,,,United States
Catawba Valley Community College,"Hickory, NC",2-year,Public,Unknown,Suburban,Unknown,$11K,Unknown,,,,,,,United States
Center For Employment Training Salinas,"Salinas, CA",Less than 2-year,Unknown,Unknown,Urban,Unknown,$11K,Unknown,,,,,,,United States
Trenz Beauty Academy,"Calumet City, IL",Less than 2-year,Unknown,Unknown,Suburban,Unknown,$11K,Unknown,,,,,,,United States
United States Naval Academy,"Annapolis, MD",4-year,Public,Medium,Suburban,90%,Unknown,1200-1440,—,,,https://logo.clearbit.com/www.usna.edu/homepage.php,https://www.google.com/s2/favicons?sz=64&domain_url=https://www.usna.edu/homepage.php,https://www.usna.edu/homepage.php,United States
ASI Career Institute,"Turnersville, NJ",Less than 2-year,Unknown,Unknown,Suburban,Unknown,$11K,Unknown,,,,,,,United States
Lancaster School Of Cosmetology And Therapeutic Bodywork,"Lancaster, PA",Less than 2-year,Unknown,Unknown,Suburban,Unknown,$11K,Unknown,,,,,,,United States
Lassen Community College,"Susanville, CA",2-year,Public,Unknown,Rural,Unknown,$11K,Unknown,,,,,,,United States
Jefferson Community College,"Watertown, NY",2-year,Public,Unknown,Suburban,Unknown,$11K,Unknown,,,,,,,United States
Altoona Beauty School Inc,"Altoona, PA",Less than 2-year,Unknown,Unknown,Urban,Unknown,$11K,Unknown,,,,,,,United States
Glendale Community College,"Glendale, AZ",2-year,Public,Unknown,Suburban,Unknown,$11K,Unknown,,,,,,,United States
Florida Technical College: Orlando,"Orlando, FL",2-year,Unknown,Unknown,Unknown,17%,$15K,Unknown,,,,,,,United States
Nouvelle Institute,"Miami, FL",Less than 2-year,Unknown,Unknown,Urban,Unknown,$11K,Unknown,,,,,,,United States
Santa Fe College,"Gainesville, FL",4-year,Public,Unknown,Suburban,Unknown,$11K,Unknown,"$11,380",,,https://logo.clearbit.com/www.sfcollege.edu/index.html,https://www.google.com/s2/favicons?sz=64&domain_url=https://www.sfcollege.edu/index.html,https://www.sfcollege.edu/index.html,United States
Educators Of Beauty College Of Cosmetology Rockford,"Rockford, IL",Less than 2-year,Unknown,Unknown,Urban,Unknown,$11K,Unknown,,,,,,,United States
Normandale Community College,"Minneapolis, MN",2-year,Public,Unknown,Suburban,Unknown,$11K,Unknown,,,,,,,United States
Hennepin Technical College,"Minneapolis, MN",2-year,Public,Unknown,Suburban,Unknown,$11K,Unknown,,,,,,,United States
Blue Mountain Community College,"Pendleton, OR",2-year,Public,Unknown,Rural,Unknown,$11K,Unknown,,,,,,,United States
Bellevue College,"Bellevue, WA",4-year,Public,Unknown,Suburban,Unknown,$11K,Unknown,"$11,404",,,https://logo.clearbit.com/www.bellevuecollege.edu/,https://www.google.com/s2/favicons?sz=64&domain_url=https://www.bellevuecollege.edu/,https://www.bellevuecollege.edu/,United States
Jacksonville College,"Jacksonville, TX",2-year,Private,Unknown,Suburban,Unknown,$11K,Unknown,,,,,,,United States
Columbia Basin College,"Pasco, WA",4-year,Public,Unknown,Suburban,Unknown,$11K,Unknown,,,,,,,United States
Park University,"Parkville, MO",4-year,Private,Medium,Suburban,20%,$16K,Unknown,"$15,858",,,https://logo.clearbit.com/www.park.edu/,https://www.google.com/s2/favicons?sz=64&domain_url=https://www.park.edu/,https://www.park.edu/,United States
Otero Junior College,"La Junta, CO",2-year,Public,Unknown,Rural,Unknown,$11K,Unknown,,,,,,,United States
Trident University International,"Cypress, CA",4-year,Private,Unknown,Urban,11%,$14K,Unknown,"$13,916",,,https://logo.clearbit.com/www.trident.edu/,https://www.google.com/s2/favicons?sz=64&domain_url=https://www.trident.edu/,https://www.trident.edu/,United States
Anoka-Ramsey Community College,"Minneapolis, MN",2-year,Public,Medium,Suburban,Unknown,$12K,Unknown,,,,,,,United States
Gupton Jones College of Funeral Service,"Decatur, GA",2-year,Private,Unknown,Suburban,Unknown,$12K,Unknown,,,,,,,United States
Phoenix College,"Phoenix, AZ",2-year,Public,Unknown,Urban,Unknown,$12K,Unknown,,,,,,,United States
Hocking College,"Nelsonville, OH",2-year,Public,Small,Rural,Unknown,$12K,Unknown,,,,,,,United States
Iowa Western Community College,"Council Bluffs, IA",2-year,Public,Unknown,Suburban,Unknown,$12K,Unknown,,,,,,,United States
